id,name,category,n_dlcs,n_expansions,year,follows,in_franchise,genres,companies,platforms,user_score,user_rating,n_user_reviews
25653,The Escapists 2,main_game,4,0,2017,48,False,"Puzzle, Role-playing (RPG), Simulator, Strategy, Tactical, Adventure, Indie","Mouldy Toof Studios, Team17","Linux, PC (Microsoft Windows), Mac, PlayStation 4, Xbox One, Nintendo Switch",70.6244063252134,good,29
25343,Zero Escape: The Nonary Games,bundle,0,0,2017,15,False,"Puzzle, Adventure, Visual Novel","Aksys Games, Spike ChunSoft","PC (Microsoft Windows), PlayStation Vita, PlayStation 4",82.5550978907247,great,29
23954,Assassin's Creed: The Ezio Collection,bundle,0,0,2016,28,True,Adventure,"Ubisoft, Virtuos","PlayStation 4, Xbox One, Nintendo Switch",89.58681849180809,great,29
23377,Resident Evil: Director's Cut,expanded_game,0,0,1997,3,True,Adventure,"Capcom, Virgin Interactive Entertainment (Europe) Ltd.","PlayStation, PlayStation 3, PlayStation Portable, PlayStation Vita",79.978509448875,great,29
19834,Dragon Ball Z: The Legacy of Goku II,main_game,0,0,2003,4,True,"Role-playing (RPG), Adventure","Webfoot Technologies, Atari",Game Boy Advance,72.8118830940568,good,29
19534,Fallout 4: Nuka World,dlc_addon,0,0,2016,9,False,"Shooter, Role-playing (RPG)","Bethesda Game Studios, Bethesda Softworks","PC (Microsoft Windows), PlayStation 4, Xbox One",51.5254177787149,good,29
17466,Dragon Age: Origins - Warden's Keep,dlc_addon,0,0,2009,8,False,"Role-playing (RPG), Adventure","BioWare, Electronic Arts","PC (Microsoft Windows), PlayStation 3, Xbox 360",67.0065756819797,good,29
14774,Rise of the Tomb Raider: Baba Yaga - The Temple of the Witch,dlc_addon,0,0,2016,5,True,"Platform, Puzzle, Adventure","Crystal Dynamics, Square Enix","PC (Microsoft Windows), Xbox 360, PlayStation 4, Xbox One",75.9713154085415,great,29
14761,Rain World,main_game,0,0,2017,25,False,"Platform, Adventure, Indie","Videocult, Adult Swim Games, Akupara Games","PC (Microsoft Windows), PlayStation 4, Nintendo Switch",53.70165288462761,good,29
14545,Human Resource Machine,main_game,0,0,2015,18,False,"Puzzle, Simulator, Strategy, Indie","Tomorrow Corporation, Experimental Gameplay Group","Linux, PC (Microsoft Windows), Mac, Android, iOS, Wii U, Nintendo Switch",81.53506957490791,great,29
13664,DISTRAINT,main_game,0,0,2015,9,False,"Puzzle, Adventure, Indie",Jesse Makkonen,PC (Microsoft Windows),74.03558973256361,good,29
13557,The Legend of Heroes: Trails of Cold Steel,main_game,1,0,2013,14,True,"Role-playing (RPG), Turn-based strategy (TBS), Adventure","XSEED Games, Nihon Falcom, NIS America","PC (Microsoft Windows), PlayStation 3, PlayStation Vita, PlayStation 4",79.7773083000149,great,29
11630,Stunts,main_game,0,0,1990,3,False,"Racing, Sport","Mindscape, Brøderbund Software, Distinctive Software, Inc., Electronic Arts Victor","PC DOS, Amiga, FM Towns, PC-98",84.5220979396391,great,29
11617,Breath of Fire,main_game,0,0,1993,10,True,Role-playing (RPG),Capcom,"Super Nintendo Entertainment System (SNES), Game Boy Advance, Nintendo 3DS, Wii U, Nintendo Switch",74.0615899472819,good,29
10121,Sensible World of Soccer,expanded_game,0,0,1994,14,False,Sport,"Renegade Software, Sensible Software, Wave Software, Virgin Interactive Entertainment, Inc.","PC DOS, Amiga",90.2563965448607,great,29
10032,Ancestors: The Humankind Odyssey,main_game,0,0,2019,18,False,"Role-playing (RPG), Adventure, Indie","Panache Digital Games, Private Division","PC (Microsoft Windows), PlayStation 4, Xbox One",61.3265876625422,good,29
9862,International Superstar Soccer Deluxe,main_game,0,0,1995,10,False,Sport,"Konami Digital Entertainment, Konami Digital Entertainment, Factor 5, KCEO","PlayStation, Super Nintendo Entertainment System (SNES), Sega Mega Drive/Genesis",81.2148265578857,great,29
9229,Medal of Honor: Allied Assault - Breakthrough,expansion,0,0,2003,9,False,Shooter,"TKO Software, Electronic Arts","PC (Microsoft Windows), Mac",68.7591176266089,good,29
9109,Elite Beat Agents,main_game,0,0,2006,10,False,"Music, Sport","iNiS, Nintendo",Nintendo DS,79.1732429478169,great,29
9103,Elasto Mania,main_game,0,0,2000,10,False,"Platform, Puzzle, Racing, Simulator, Sport, Indie, Arcade",Elasto Mania Team,"PC (Microsoft Windows), iOS",91.69584439817348,great,29
8307,Lemmings 2: The Tribes,main_game,0,0,1993,13,True,"Puzzle, Sport, Strategy","DMA Design, Psygnosis","PC DOS, Amiga, Super Nintendo Entertainment System (SNES), Sega Mega Drive/Genesis, Game Boy, Sega Game Gear, Atari ST/STE, Sega Master System",89.52794051872812,great,29
8234,Die Hard Trilogy,main_game,0,0,1996,4,True,"Shooter, Racing, Arcade","Probe Entertainment, Fox Interactive","PC (Microsoft Windows), PlayStation, Sega Saturn",65.5067254268436,good,29
8227,Anno 1404: Venice,dlc_addon,0,0,2010,20,False,"Real Time Strategy (RTS), Simulator, Strategy","Related Designs, Blue Byte Software, Ubisoft Entertainment",PC (Microsoft Windows),80.2577713605759,great,29
8225,Anno 1701,main_game,1,1,2006,22,False,"Real Time Strategy (RTS), Simulator, Strategy","Related Designs, Sunflowers, Deep Silver, Ubisoft Europe","PC (Microsoft Windows), Nintendo DS",74.6137037770003,good,29
8190,Defense Grid: The Awakening,main_game,6,0,2008,12,False,"Real Time Strategy (RTS), Simulator, Strategy, Tactical, Indie","Hidden Path Entertainment, Microsoft","PC (Microsoft Windows), Xbox 360",65.5370021711905,good,29
7671,Flappy Bird,main_game,0,0,2013,7,False,Arcade,.GEARS Studios,"Android, iOS",44.1077106952835,mediocre,29
7406,Aquaria,main_game,0,0,2007,24,False,"Platform, Adventure, Indie",Bit Blot,"Linux, PC (Microsoft Windows), Mac, iOS",96.8561051595959,great,29
7234,Viking: Battle for Asgard,main_game,0,0,2008,10,False,"Hack and slash/Beat 'em up, Adventure","Sega, The Creative Assembly","PC (Microsoft Windows), PlayStation 3, Xbox 360",69.213819142831,good,29
6969,Strider,main_game,0,0,1989,9,False,"Platform, Arcade","Capcom, U.S. Gold, Capcom, NEC Avenue, Ltd., Sega Enterprises","Wii, PC DOS, Commodore C64/128, Amiga, Amstrad CPC, ZX Spectrum, Sega Mega Drive/Genesis, Wii U, Arcade, Atari ST/STE, Sega Master System, TurboGrafx-16/PC Engine, Sharp X68000",67.2846630682788,good,29
6633,Spear of Destiny,main_game,0,0,1992,9,True,"Shooter, Adventure","id Software, FormGen, Psygnosis, id Software, Zodttd","PC (Microsoft Windows), PC DOS, iOS",79.18394450122369,great,29
6581,Stick it to The Man!,main_game,0,0,2013,10,False,"Platform, Puzzle, Adventure, Indie","Zoink Games, Zoink Games, Ripstone","PC (Microsoft Windows), PlayStation 3, Mac, Wii U, PlayStation Vita, PlayStation 4, Xbox One, Nintendo Switch",66.1230025852001,good,29
6530,Pac-Man World,main_game,0,0,1999,11,True,Platform,"Sony Computer Entertainment, Namco, Namco, Namco Hometek","PlayStation, PlayStation 3",77.99520566491151,great,29
5729,Area 51,main_game,0,0,2005,10,True,Shooter,"Midway, Midway Studios Austin, Fargus Multimedia","PC (Microsoft Windows), PlayStation 2, Xbox",73.6172055431004,good,29
5691,Pole Position,main_game,0,0,1982,8,False,"Racing, Simulator, Sport, Arcade","Atari, Inc., Thunder Mountain, INTV Corporation, GCE, Namco Limited, Namco Limited","PC DOS, Commodore C64/128, ZX Spectrum, Arcade, Atari 2600, Atari 8-bit, Atari 5200, Intellivision, BBC Microcomputer System, Vectrex, Commodore VIC-20, Texas Instruments TI-99",72.758356128468,good,29
5523,Reus,main_game,0,0,2013,8,False,"Puzzle, Simulator, Strategy, Indie","Abbey Games, SOEDESCO Publishing, BlitWorks","Linux, PC (Microsoft Windows), Mac, PlayStation 4, Xbox One",63.5378982464596,good,29
5180,Spider-Man: Friend or Foe,main_game,0,0,2007,7,True,"Platform, Hack and slash/Beat 'em up, Adventure","Activision, Next Level Games, A2M, Beenox","Wii, PC (Microsoft Windows), PlayStation 2, Xbox 360, Nintendo DS, PlayStation Portable",57.1754098689,good,29
4964,Kung Fu Panda,main_game,0,0,2008,4,True,"Platform, Hack and slash/Beat 'em up, Adventure","Activision, Luxoflux, Beenox, XPEC, Vicarious Visions","Wii, PC (Microsoft Windows), PlayStation 2, PlayStation 3, Xbox 360, Nintendo DS",63.9372585434387,good,29
4935,Iron Man,main_game,0,0,2008,8,True,Shooter,"Sega, Secret Level, Artificial Mind & Movement","Wii, PC (Microsoft Windows), PlayStation 2, PlayStation 3, Xbox 360, Nintendo DS, PlayStation Portable, Legacy Cellphone",54.2209605884429,good,29
4698,Twisted Metal 4,main_game,0,0,1999,12,True,"Fighting, Shooter, Racing","989 Studios, Sony Computer Entertainment, Inc. (SCEI)",PlayStation,80.0849006650308,great,29
4565,Pokémon Ranger: Guardian Signs,main_game,0,0,2010,8,True,"Role-playing (RPG), Adventure","HAL Laboratory, Creatures Inc., Nintendo","Nintendo DS, Wii U",69.96656174197429,good,29
4435,Fatal Fury 2,main_game,0,0,1992,1,True,Fighting,"Takara, Magical Company, SNK","Wii, PlayStation 2, Super Nintendo Entertainment System (SNES), Sega Mega Drive/Genesis, Game Boy, Super Famicom, Sharp X1, Neo Geo MVS, Neo Geo AES, Nintendo Switch, Neo Geo CD",70.019149765047,good,29
3694,The Settlers,main_game,0,0,1993,14,True,"Real Time Strategy (RTS), Simulator, Strategy","Blue Byte Software, SSI (Strategic Simulations, Inc.)","PC DOS, Amiga",79.8631032685069,great,29
3656,Kirby's Dream Course,remake,0,0,1994,6,True,"Puzzle, Sport","HAL Laboratory, Nintendo, Nintendo","Wii, Super Nintendo Entertainment System (SNES), Nintendo 3DS, Wii U, Super Famicom",79.3650233016791,great,29
3414,Nightmare Creatures,main_game,0,0,1997,6,False,Adventure,"Kalisto Entertainment, Sony Computer Entertainment Europe, Sony Computer Entertainment, Inc. (SCEI), Activision","Nintendo 64, PC (Microsoft Windows), PlayStation",70.6451542565395,good,29
3084,Cry of Fear,main_game,0,0,2013,18,False,"Shooter, Adventure, Indie",Team Psykskallar,PC (Microsoft Windows),88.12768881656419,great,29
3079,Tiny and Big: Grandpa's Leftovers,main_game,0,0,2012,4,False,"Platform, Puzzle, Adventure, Indie",Black Pants Game Studio,"Linux, PC (Microsoft Windows), Mac",69.5566958683565,good,29
2928,Super Monkey Ball 2,main_game,0,0,2002,10,True,"Puzzle, Strategy, Pinball","Amusement Vision, Sega",Nintendo GameCube,71.9692603437876,good,29
2470,Virtua Cop 2,main_game,0,0,1995,4,False,Shooter,"Sega AM2, Sega","PC (Microsoft Windows), Dreamcast, Sega Saturn, Arcade",73.2487137709521,good,29
2118,Blacklight: Retribution,main_game,0,0,2012,9,False,Shooter,"Perfect World Entertainment, Zombie Studios, Builder Box Games, Hardsuit Labs","PC (Microsoft Windows), PlayStation 4",68.0832204440421,good,29
1832,Army of Two: The Devil's Cartel,main_game,0,0,2013,8,False,Shooter,"Electronic Arts, Visceral Games, EA Montreal","PlayStation 3, Xbox 360",60.7492409322365,good,29
1813,Dragon Quest II: Luminaries of the Legendary Line,main_game,0,0,1987,10,False,Role-playing (RPG),"Chunsoft, Enix America Corporation, Square Enix","Nintendo Entertainment System (NES), MSX, Android, Nintendo 3DS, iOS, PlayStation 4, MSX2, Legacy Cellphone, Nintendo Switch",78.7930511089732,great,29
1579,Spyro: Enter the Dragonfly,main_game,0,0,2002,7,True,Platform,"Equinoxe, Check Six Games, Universal Interactive Studios","PlayStation 2, Nintendo GameCube",72.5418008318203,good,29
1465,Perfect Dark Zero,main_game,0,0,2005,3,False,Shooter,"Microsoft Game Studios, Rare",Xbox 360,66.5162705673234,good,29
1401,Professor Layton and the Miracle Mask,main_game,0,0,2011,14,False,"Puzzle, Adventure, Visual Novel","Level-5, Nintendo",Nintendo 3DS,82.3910498346025,great,29
1170,Destruction Derby 2,main_game,0,0,1996,5,False,Racing,"Reflections Interactive, Psygnosis","PC (Microsoft Windows), PlayStation",73.33417650666,good,29
1130,Castlevania,main_game,0,0,1999,5,True,"Platform, Adventure",Konami,Nintendo 64,33.3530308851764,mediocre,29
1002,Oddworld: Stranger's Wrath,main_game,0,0,2005,13,False,"Shooter, Platform","Oddworld Inhabitants, Just Add Water (Development) Ltd, Electronic Arts, Square One Games Inc.","PC (Microsoft Windows), Xbox, Android, iOS, Ouya",79.6380606561518,great,29
563,Aion,main_game,0,4,2009,7,False,"Role-playing (RPG), Strategy, Adventure","Aion Team Development Dept, NCsoft",PC (Microsoft Windows),68.4515026212666,good,29
411,Final Fantasy XI Online,main_game,2,1,2002,13,True,"Role-playing (RPG), Adventure","Sony Computer Entertainment, Inc. (SCEI), Square, Square Enix","PC (Microsoft Windows), PlayStation 2, Xbox 360",80.2668891087429,great,29
221,Phantasmagoria,main_game,0,0,1995,13,False,"Point-and-click, Adventure","Sierra On-Line, Kronos Digital Entertainment, Infini Entertainment Technology, Activision, Outrigger Koubou","PC (Microsoft Windows), PC DOS, Mac, Sega Saturn",74.5534566379519,good,29
140839,Mass Effect Legendary Edition,bundle,0,0,2021,10,True,"Role-playing (RPG), Adventure","BioWare, EA, Electronic Arts","PC (Microsoft Windows), PlayStation 4, Xbox One",92.5677247889417,great,28
138235,Super Mario Bros. 35,main_game,0,0,2020,20,True,Platform,"Nintendo, Arika Co., Ltd.",Nintendo Switch,59.970593255791,good,28
121947,The Suicide of Rachel Foster,main_game,0,0,2020,2,False,"Adventure, Indie","ONE-O-ONE GAMES, Daedalic Entertainment","Linux, PC (Microsoft Windows), PlayStation 4, Xbox One, Nintendo Switch",79.41688893799311,great,28
119257,Destroy All Humans!,remake,0,0,2020,5,False,"Shooter, Adventure","Black Forest Games, THQ Nordic","PC (Microsoft Windows), PlayStation 4, Xbox One, Nintendo Switch, Google Stadia",69.7959317633982,good,28
114684,Splitgate,main_game,0,0,2019,11,False,Shooter,1047 Games,"PC (Microsoft Windows), PlayStation 4, Xbox One, PlayStation 5, Xbox Series X|S",70.9574802279509,good,28
112412,Final Fantasy XIV: Shadowbringers,expansion,0,0,2019,5,True,Role-playing (RPG),Square Enix,"PC (Microsoft Windows), PlayStation 4",90.05323787337841,great,28
109419,Marvel's Spider-Man: The Heist,dlc_addon,0,0,2018,1,True,"Role-playing (RPG), Adventure","Insomniac Games, Sony Interactive Entertainment",PlayStation 4,68.6611880275083,good,28
101439,F1 2018,main_game,0,0,2018,4,True,"Racing, Simulator, Sport",Codemasters,"PC (Microsoft Windows), PlayStation 4, Xbox One",79.90183919585151,great,28
100387,Hyper Scape,main_game,0,0,2020,23,False,Shooter,"Ubisoft Montreal, Ubisoft","PC (Microsoft Windows), PlayStation 4, Xbox One",56.7679421001903,good,28
78153,Burnout Paradise Remastered,remaster,0,0,2018,19,True,"Racing, Adventure","Criterion Games, Stellar Entertainment, Electronic Arts","PC (Microsoft Windows), PlayStation 4, Xbox One, Nintendo Switch",69.0767039935415,good,28
52006,Noita,main_game,0,0,2020,14,False,"Shooter, Role-playing (RPG), Simulator, Adventure, Indie, Arcade",Nolla Games,PC (Microsoft Windows),86.83260700426841,great,28
47452,Diablo III: Reaper of Souls - Ultimate Evil Edition,bundle,0,0,2014,11,True,"Role-playing (RPG), Strategy, Hack and slash/Beat 'em up, Adventure",Blizzard Entertainment,"PlayStation 3, Xbox 360, PlayStation 4, Xbox One",80.2123240567822,great,28
46800,Maneater,main_game,1,0,2020,12,False,"Role-playing (RPG), Adventure, Indie","Tripwire Interactive, Blindside Interactive, Shipwright Studios","PC (Microsoft Windows), PlayStation 4, Xbox One, Nintendo Switch, PlayStation 5, Xbox Series X|S",70.2049097094001,good,28
38932,Trine 2: Complete Story,bundle,0,0,2013,9,True,"Platform, Puzzle, Adventure, Indie",Frozenbyte,"Linux, PC (Microsoft Windows), Mac, PlayStation 4, Xbox One, Nintendo Switch",79.9168399445843,great,28
27867,Unavowed,main_game,0,0,2018,10,False,"Point-and-click, Puzzle, Role-playing (RPG), Adventure, Indie","Wadjet Eye Games, Wadjet Eye Games","PC (Microsoft Windows), Mac, Nintendo Switch",86.81542327811499,great,28
27860,Broken Sword: The Smoking Mirror Remastered,remaster,0,0,2010,6,False,"Point-and-click, Puzzle, Adventure",Revolution Software Ltd,PC (Microsoft Windows),84.9759218658647,great,28
27792,PC Building Simulator,main_game,11,0,2019,37,False,"Simulator, Strategy, Indie","Claudiu Kiss, Claudiu Kiss, The Irregular Corporation","PC (Microsoft Windows), PlayStation 4, Xbox One, Nintendo Switch",81.41931756018539,great,28
22711,LISA the Joyful,dlc_addon,0,0,2015,6,False,"Role-playing (RPG), Turn-based strategy (TBS), Adventure, Indie",Dingaling,"Linux, PC (Microsoft Windows), Mac",83.340454397228,great,28
20734,Devil May Cry HD Collection,bundle,0,0,2012,24,False,"Platform, Hack and slash/Beat 'em up","QLOC, Capcom","PC (Microsoft Windows), PlayStation 3, Xbox 360, PlayStation 4, Xbox One",89.8343003553309,great,28
20027,Shovel Knight: Plague of Shadows,expansion,0,0,2015,8,False,"Platform, Adventure, Indie",Yacht Club Games,"Linux, PC (Microsoft Windows), PlayStation 3, Mac, Nintendo 3DS, Wii U, PlayStation Vita, PlayStation 4, Xbox One, Nintendo Switch",77.6685901004017,great,28
19835,Dragon Ball Z: Buu's Fury,main_game,0,0,2004,4,True,"Role-playing (RPG), Adventure","Webfoot Technologies, Atari",Game Boy Advance,71.3004438807096,good,28
19438,Turmoil,main_game,1,0,2016,11,False,"Simulator, Strategy, Indie","Gamious, Playdigious","Linux, PC (Microsoft Windows), Mac, iOS, Nintendo Switch",69.4649715682949,good,28
18094,Z1: Battle Royale,main_game,0,0,2018,15,False,"Shooter, Adventure",Daybreak Game Company,"PC (Microsoft Windows), PlayStation 4",74.6190228352734,good,28
18067,Demon's Crest,main_game,0,0,1994,10,True,"Platform, Adventure","Capcom, Capcom","Super Nintendo Entertainment System (SNES), Wii U, New Nintendo 3DS",80.1199180200468,great,28
17465,Dragon Age: Origins - Leliana's Song,dlc_addon,0,0,2010,7,False,"Role-playing (RPG), Adventure","BioWare, Electronic Arts","PC (Microsoft Windows), PlayStation 3, Xbox 360, Mac",69.8699744178851,good,28
17462,Dragon Age: Origins - The Stone Prisoner,dlc_addon,0,0,2009,10,False,"Role-playing (RPG), Adventure","BioWare, Electronic Arts","PC (Microsoft Windows), PlayStation 3, Xbox 360",69.4046720930595,good,28
15432,The King of Fighters 2001,main_game,0,0,2001,5,False,Fighting,SNK Playmore,"Arcade, Neo Geo MVS, Neo Geo AES",66.4197299750593,good,28
14986,Legend of Mana,main_game,0,0,1999,11,False,Role-playing (RPG),Square,PlayStation,80.61721215396449,great,28
14879,Attack on Titan,main_game,3,0,2016,19,True,Hack and slash/Beat 'em up,"Koei Tecmo Games, Omega Force","PC (Microsoft Windows), PlayStation 3, PlayStation Vita, PlayStation 4, Xbox One",68.9439580222138,good,28
14394,Battle Brothers,main_game,4,0,2017,8,False,"Role-playing (RPG), Strategy, Turn-based strategy (TBS), Tactical, Adventure, Indie","Overhype Studios, Ukiyo Publishing","PC (Microsoft Windows), PlayStation 4, Xbox One, Nintendo Switch",74.6878443894256,good,28
13232,Technobabylon,main_game,0,0,2015,18,False,"Point-and-click, Adventure, Indie","Technocrat Games, Wadjet Eye Games","PC (Microsoft Windows), iOS",74.8435275594741,good,28
12077,Phoenix Wright: Ace Attorney − Spirit of Justice,main_game,3,0,2016,22,True,"Point-and-click, Puzzle, Role-playing (RPG), Adventure, Visual Novel",Capcom,"Android, Nintendo 3DS, iOS",84.2093675172856,great,28
11212,Star Ocean: Till the End of Time,main_game,0,0,2003,12,True,"Role-playing (RPG), Adventure","tri-Ace, Enix Corporation, Square Enix","PlayStation 2, PlayStation 4",92.7074786460622,great,28
10632,The Sims Medieval,main_game,0,1,2011,4,False,"Fighting, Simulator, Adventure","The Sims Studio, Electronic Arts",PC (Microsoft Windows),71.8407656347635,good,28
9741,Guitar Hero Live,main_game,0,0,2015,15,False,Music,"FreeStyleGames, Activision","PlayStation 3, Xbox 360, Wii U, PlayStation 4, Xbox One",75.6039651202992,great,28
9623,Shank 2,main_game,0,0,2012,10,False,"Hack and slash/Beat 'em up, Adventure, Indie","Klei Entertainment, Electronic Arts","Linux, PC (Microsoft Windows), PlayStation 3, Xbox 360, Mac",78.04030725869809,great,28
9497,140,main_game,0,0,2013,12,False,"Music, Platform, Puzzle, Strategy, Indie","Carlsen Games, Double Fine Productions","Linux, PC (Microsoft Windows), Mac, Wii U, PlayStation 4, Xbox One, Nintendo Switch",74.7272271702122,good,28
9231,Sid Meier's Pirates!,main_game,0,0,1987,5,False,"Role-playing (RPG), Simulator, Strategy, Adventure, Arcade","MicroProse Software, Inc., MicroProse Software, Inc., Ultra Software Corporation","PC DOS, Mac, Commodore C64/128, Amiga, Nintendo Entertainment System (NES), Amstrad CPC, Atari ST/STE, Apple II, Apple IIGS",72.2977981058702,good,28
8945,Penumbra: Requiem,dlc_addon,0,0,2008,14,False,"Puzzle, Adventure, Indie","Frictional Games, Paradox Interactive","Linux, PC (Microsoft Windows), Mac",64.23394493509791,good,28
8908,Alien 3,main_game,0,0,1992,11,True,"Shooter, Platform, Adventure","Virgin Interactive Entertainment (Europe) Ltd., Acclaim Entertainment, Arena Entertainment, Eden Entertainment Software, LJN, Probe Entertainment, Bits Studios, Acclaim Japan","Commodore C64/128, Amiga, Nintendo Entertainment System (NES), Super Nintendo Entertainment System (SNES), Sega Mega Drive/Genesis, Game Boy, Sega Game Gear, Super Famicom, Sega Master System",73.4025488181945,good,28
8654,ADR1FT,main_game,0,0,2016,38,False,"Puzzle, Adventure, Indie","Three One Zero, 505 Games","PC (Microsoft Windows), PlayStation 4, Xbox One",82.9629219723102,great,28
8511,The Blackwell Epiphany,main_game,0,0,2014,13,False,"Point-and-click, Puzzle, Adventure, Indie",Wadjet Eye Games,"PC (Microsoft Windows), Mac",84.7206596943539,great,28
8389,ToeJam & Earl,main_game,0,0,1991,14,False,"Role-playing (RPG), Adventure","Johnson Voorsanger Productions, SEGA of America","Wii, PC (Microsoft Windows), PlayStation 3, Sega Mega Drive/Genesis",89.1095287190621,great,28
8245,Marvel Super Heroes vs. Street Fighter,main_game,0,0,1997,5,True,Fighting,"Capcom, Virgin Interactive Entertainment (Europe) Ltd.","PlayStation, Sega Saturn, Arcade",78.6349633691176,great,28
7687,Battleborn,main_game,1,0,2016,13,False,"Shooter, Real Time Strategy (RTS), Role-playing (RPG), Strategy, Hack and slash/Beat 'em up","Gearbox Software, 2K Games","PC (Microsoft Windows), PlayStation 4, Xbox One",61.7153653870502,good,28
6943,Condemned 2: Bloodshot,main_game,0,0,2008,8,False,"Shooter, Adventure","Sega, WB Games, Monolith Productions","PlayStation 3, Xbox 360",74.71387715515449,good,28
6899,Shinobi,main_game,0,0,1987,5,False,"Hack and slash/Beat 'em up, Adventure","Sales Curve Interactive, Virgin Mastertronic, Asmik Corporation, Team Shinobi, Tengen, Sega Enterprises, Backbone Entertainment, M2, Sega","Wii, Xbox 360, PC DOS, Commodore C64/128, Amiga, Nintendo Entertainment System (NES), Amstrad CPC, ZX Spectrum, MSX, Sega Game Gear, Nintendo 3DS, Arcade, Atari ST/STE, Sega Master System, TurboGrafx-16/PC Engine",58.72669535230101,good,28
6706,E.T. the Extra-Terrestrial,main_game,0,0,1982,2,False,"Strategy, Adventure","Atari, Inc.",Atari 2600,48.5158757825581,mediocre,28
6291,Virtua Tennis,main_game,0,0,1999,7,False,Sport,"Sega Enterprises, Sega AM3, SEGA of America, Hitmaker, Sega Europe, Activision Value, Empire Interactive Entertainment, Strangelite Limited","PC (Microsoft Windows), Dreamcast, N-Gage, Arcade",88.1916790521374,great,28
6217,Tron 2.0,main_game,0,0,2003,14,True,"Shooter, Racing, Role-playing (RPG)","Buena Vista Games, Monolith Productions, Climax Group","PC (Microsoft Windows), Xbox, Mac, Game Boy Advance",78.2031994306338,great,28
6013,RoboCop,main_game,0,0,1988,2,True,"Shooter, Platform, Arcade","Ocean Software, Data East, Tandy, Sakata SAS","PC DOS, Amiga, Nintendo Entertainment System (NES), Arcade, Atari ST/STE, Apple II, TRS-80",67.6128281593137,good,28
5298,WWE SmackDown vs. Raw 2008,main_game,0,0,2007,9,True,"Fighting, Sport","THQ, YUKE'S Co., Ltd., Amaze Entertainment","Wii, PlayStation 2, PlayStation 3, Xbox 360, Nintendo DS, PlayStation Portable, Legacy Cellphone",69.7384205359727,good,28
4175,SSX,main_game,0,0,2000,12,False,"Puzzle, Racing, Simulator, Sport","Electronic Arts, EA Sports BIG, Electronic Arts Victor, EA Canada",PlayStation 2,76.532844734648,great,28
4069,Pokémon Pinball: Ruby & Sapphire,main_game,0,0,2003,5,True,"Pinball, Adventure","Jupiter Corporation, Nintendo","Game Boy Advance, Wii U",79.955271692552,great,28
3697,The Settlers IV,main_game,0,2,2001,12,True,"Real Time Strategy (RTS), Simulator, Strategy","Blue Byte Software, Ubisoft Entertainment","PC (Microsoft Windows), Android, iOS",80.7052552640055,great,28
3403,Mario Golf: Toadstool Tour,main_game,0,0,2003,7,True,Sport,"Nintendo, Camelot Software Planning",Nintendo GameCube,71.0301314371912,good,28
3099,Door Kickers,main_game,0,0,2014,11,False,"Shooter, Puzzle, Real Time Strategy (RTS), Simulator, Strategy, Tactical, Indie","KillHouse Games, QubicGames S.A.","Linux, PC (Microsoft Windows), Mac, Android, iOS, Nintendo Switch",71.99373610264371,good,28
3007,Dynasty Warriors 4,main_game,0,0,2003,6,True,"Hack and slash/Beat 'em up, Adventure","Koei, Omega Force","PlayStation 2, Xbox",65.567192073493,good,28
2847,Disney/Pixar A Bug's Life,main_game,0,0,1998,4,True,"Platform, Adventure","Activision, Take-Two Interactive, Traveller's Tales, Disney Interactive, Sony Computer Entertainment of America","Nintendo 64, PC (Microsoft Windows), PlayStation",73.4502470097266,good,28
2322,Pokémon Mystery Dungeon: Explorers of Darkness,main_game,0,0,2007,7,True,"Turn-based strategy (TBS), Adventure","Chunsoft, Nintendo",Nintendo DS,80.54618441527721,great,28
2284,Rock of Ages,main_game,0,0,2011,6,False,"Racing, Strategy, Indie","ACE Team, Atlus","PC (Microsoft Windows), PlayStation 3, Xbox 360",75.6688861668034,great,28
1980,Q*bert,main_game,0,0,1982,5,False,"Platform, Puzzle, Arcade","Atari, Philips, Gottlieb, Parker Brothers, Gottlieb, Jaleco, Ultra Software Corporation, Tsukuda Original, Konami","PlayStation 3, PC DOS, Commodore C64/128, Nintendo Entertainment System (NES), MSX, Game Boy, Arcade, Atari 2600, Atari 8-bit, Atari 5200, Intellivision, ColecoVision, Commodore VIC-20, SG-1000, Texas Instruments TI-99, Philips Videopac G7000",62.1051518053263,good,28
1814,Dragon Quest III: The Seeds of Salvation,main_game,0,0,1988,6,False,Role-playing (RPG),"Chunsoft, Heartbeat, Tose, Enix America Corporation, Square Enix","Nintendo Entertainment System (NES), Super Nintendo Entertainment System (SNES), Game Boy Color, Android, Nintendo 3DS, iOS, PlayStation 4, Legacy Cellphone, Nintendo Switch",88.5348518765271,great,28
1779,Mega Man ZX,main_game,0,0,2006,6,True,"Shooter, Platform","Inti Creates, Capcom",Nintendo DS,89.6987112465777,great,28
1644,James Bond 007: Everything or Nothing,main_game,0,0,2003,9,True,"Shooter, Sport, Adventure","Griptonite Games, Electronic Arts, EA Redwood Shores","PC (Microsoft Windows), PlayStation 2, Xbox, Nintendo GameCube, Game Boy Advance, PlayStation 4",74.3984425204668,good,28
1389,Dead or Alive 3,main_game,0,0,2001,10,True,"Fighting, Arcade","Team Ninja, Microsoft Game Studios, Tecmo, Koei Tecmo Games",Xbox,80.33827288808399,great,28
